Date,Open,High,Low,Close,Volume,Name
2006-04-20,33.48,33.7,32.93,33.37,23486989,AABA
2006-04-21,33.36,34.09,32.7,32.89,25219814,AABA
2006-04-24,33.01,33.45,32.9,33.01,15444364,AABA
2006-04-25,32.99,33.06,31.88,31.99,22363153,AABA
2006-04-26,32.3,33.09,32.1,33.0,24426349,AABA
2006-04-27,32.79,33.5,32.4,33.2,19639200,AABA
2006-04-28,32.88,33.45,32.78,32.78,13317439,AABA
2006-05-01,32.99,33.1,31.86,32.08,19753189,AABA
2006-05-02,32.2,32.91,31.72,31.85,16282213,AABA
2006-05-03,32.4,33.0,31.75,32.17,23298008,AABA
2006-05-04,32.4,32.56,32.08,32.19,10405776,AABA
2006-05-05,32.63,32.75,32.22,32.66,14689303,AABA
2006-05-08,33.09,33.43,32.63,32.87,18196950,AABA
2006-05-09,32.68,34.0,32.35,32.49,13400208,AABA
2006-05-10,32.48,32.56,32.0,32.09,13811590,AABA
2006-05-11,31.96,32.17,30.87,30.99,24278733,AABA
2006-05-12,30.71,31.18,30.38,30.81,16788087,AABA
2006-05-15,30.85,31.25,30.6,31.03,13360555,AABA
2006-05-16,31.1,31.22,30.63,30.97,15335810,AABA
2006-05-17,30.61,31.26,30.04,30.11,39865162,AABA
2006-05-18,30.1,30.36,28.93,29.0,38254619,AABA
2006-05-19,29.05,29.75,28.6,29.53,33142252,AABA
2006-05-22,30.42,30.98,29.89,30.46,35091493,AABA
2006-05-23,31.04,31.63,30.76,30.76,28594020,AABA
2006-05-24,30.95,32.02,30.71,31.79,27287465,AABA
2006-05-25,32.94,33.5,32.5,32.92,34733945,AABA
2006-05-26,32.86,33.02,32.35,33.02,13843907,AABA
2006-05-30,32.73,32.89,31.79,32.0,16247771,AABA
2006-05-31,32.19,32.32,31.11,31.59,21309321,AABA
2006-06-01,31.83,32.0,31.49,31.99,16652761,AABA
2006-06-02,31.77,32.19,31.3,31.52,16470803,AABA
2006-06-05,31.19,31.43,30.79,30.82,17190404,AABA
2006-06-06,30.83,30.97,30.35,30.7,15618632,AABA
2006-06-07,30.8,31.25,30.36,30.54,17470884,AABA
2006-06-08,30.43,30.99,29.83,30.45,20538716,AABA
2006-06-09,30.7,30.8,30.23,30.37,10045014,AABA
2006-06-12,30.36,30.65,29.66,29.78,14352285,AABA
2006-06-13,29.77,30.2,29.51,29.65,16435770,AABA
2006-06-14,29.81,30.0,29.25,29.62,19263319,AABA
2006-06-15,29.98,30.96,29.72,30.79,22375490,AABA
2006-06-16,30.7,30.86,30.15,30.36,12958647,AABA
2006-06-19,30.51,30.75,30.06,30.35,12239077,AABA
2006-06-20,30.42,30.65,30.1,30.6,12613685,AABA
2006-06-21,30.77,31.54,30.65,31.06,18254442,AABA
2006-06-22,30.85,31.16,30.44,30.68,11570232,AABA
2006-06-23,31.08,31.76,30.82,31.37,17378470,AABA
2006-06-26,31.45,31.7,31.16,31.55,11456964,AABA
2006-06-27,31.85,32.22,31.32,31.51,16589398,AABA
2006-06-28,31.75,32.17,31.7,31.92,14043031,AABA
2006-06-29,32.26,33.0,32.2,32.97,15748387,AABA
2006-06-30,33.01,33.12,32.54,33.0,22686536,AABA
2006-07-03,32.9,33.44,32.9,33.3,8067157,AABA
2006-07-05,32.85,32.99,32.33,32.47,13471680,AABA
2006-07-06,32.77,33.22,32.7,33.11,13802068,AABA
2006-07-07,32.94,33.05,32.37,32.5,12372690,AABA
2006-07-10,32.91,33.14,32.73,32.85,15318601,AABA
2006-07-11,32.79,33.35,32.32,33.17,11288506,AABA
2006-07-12,33.03,33.74,32.99,33.38,18708342,AABA
2006-07-13,32.85,33.16,32.07,32.23,19463413,AABA
2006-07-14,32.34,32.48,31.85,32.08,12484647,AABA
2006-07-17,31.98,32.4,31.69,31.84,16376760,AABA
2006-07-18,32.08,32.26,31.25,32.24,43414869,AABA
2006-07-19,26.41,26.7,25.04,25.2,204412426,AABA
2006-07-20,25.55,26.21,24.91,25.27,54684560,AABA
2006-07-21,24.99,26.06,24.91,25.89,36190651,AABA
2006-07-24,26.24,27.23,25.89,26.94,42634524,AABA
2006-07-25,26.75,27.19,26.57,26.95,21388793,AABA
2006-07-26,26.78,27.51,26.57,27.08,20077207,AABA
2006-07-27,27.35,27.5,26.64,26.7,25155165,AABA
2006-07-28,26.9,27.5,26.33,27.47,21584988,AABA
2006-07-31,27.46,27.55,26.99,27.14,16504090,AABA
2006-08-01,27.06,27.12,26.74,26.94,18668659,AABA
2006-08-02,27.01,27.1,26.45,26.63,18120469,AABA
2006-08-03,26.5,27.05,26.4,26.9,15475508,AABA
2006-08-04,27.2,27.58,26.83,26.99,11607948,AABA
2006-08-07,26.92,27.11,26.58,27.08,12968928,AABA
2006-08-08,26.95,27.7,26.63,27.44,19369320,AABA
2006-08-09,27.75,27.85,27.0,27.22,14736337,AABA
2006-08-10,26.95,27.8,26.85,27.49,12598122,AABA
2006-08-11,27.53,27.72,27.4,27.5,9252261,AABA
2006-08-14,27.71,27.8,27.0,27.26,10640234,AABA
2006-08-15,27.58,28.2,27.48,28.17,15300086,AABA
2006-08-16,28.35,28.46,27.97,28.39,12589452,AABA
2006-08-17,28.38,29.32,28.34,28.91,17253471,AABA
2006-08-18,28.9,29.97,28.77,29.78,19612863,AABA
2006-08-21,29.22,29.52,28.83,28.9,11575259,AABA
2006-08-22,28.84,29.65,28.8,29.26,10891810,AABA
2006-08-23,29.34,29.47,28.68,28.7,8839699,AABA
2006-08-24,28.75,29.13,28.7,28.99,8985701,AABA
2006-08-25,28.95,29.28,28.74,28.77,6205474,AABA
2006-08-28,28.75,29.25,28.7,28.91,10405937,AABA
2006-08-29,28.86,29.01,28.51,28.96,9888927,AABA
2006-08-30,29.0,29.14,28.71,29.02,13121357,AABA
2006-08-31,28.98,29.02,28.59,28.83,9449935,AABA
2006-09-01,28.91,29.53,28.91,29.49,11573661,AABA
2006-09-05,29.45,29.48,28.95,29.07,11426033,AABA
2006-09-06,28.94,29.01,28.49,28.5,12802517,AABA
2006-09-07,28.4,28.51,27.82,27.86,18437178,AABA
2006-09-08,28.04,28.32,27.97,28.14,9781982,AABA
2006-09-11,28.05,28.73,27.67,28.61,12940778,AABA
2006-09-12,28.55,29.22,28.46,29.09,10012103,AABA
2006-09-13,29.06,29.37,28.8,29.17,15252677,AABA
2006-09-14,29.1,29.24,28.89,29.03,9565545,AABA
2006-09-15,29.3,29.57,29.22,29.32,19562430,AABA
2006-09-18,29.37,29.39,28.58,29.0,15685078,AABA
2006-09-19,29.09,29.13,25.1,25.75,127739742,AABA
2006-09-20,26.04,26.09,25.38,25.64,55654770,AABA
2006-09-21,25.53,25.95,25.21,25.34,28589534,AABA
2006-09-22,25.34,25.69,25.18,25.52,20668600,AABA
2006-09-25,25.64,25.87,25.2,25.29,20012744,AABA
2006-09-26,25.44,25.48,24.81,25.05,35957172,AABA
2006-09-27,25.0,25.01,24.6,24.65,29865430,AABA
2006-09-28,24.87,25.5,24.84,25.33,35337675,AABA
2006-09-29,25.5,25.59,25.24,25.28,19117081,AABA
2006-10-02,25.45,25.46,24.75,24.88,19646729,AABA
2006-10-03,24.8,25.0,24.7,24.84,21156884,AABA
2006-10-04,24.89,25.26,24.74,25.21,21721213,AABA
2006-10-05,25.16,25.25,24.88,25.18,17636524,AABA
2006-10-06,25.09,25.5,25.01,25.47,20847342,AABA
2006-10-09,25.45,25.72,25.0,25.03,15737576,AABA
2006-10-10,24.94,25.03,24.32,24.47,30382123,AABA
2006-10-11,24.29,24.64,23.8,24.24,39360907,AABA
2006-10-12,24.32,24.38,24.1,24.12,25831745,AABA
2006-10-13,23.9,24.5,23.57,24.42,51340196,AABA
2006-10-16,24.34,24.52,23.75,24.18,36660411,AABA
2006-10-17,23.74,24.35,23.68,24.15,68196117,AABA
2006-10-18,24.57,24.75,22.88,22.99,111874792,AABA
2006-10-19,23.02,23.59,23.0,23.14,42371679,AABA
2006-10-20,23.22,23.27,22.65,23.21,49802346,AABA
2006-10-23,23.14,23.5,23.1,23.37,26305259,AABA
2006-10-24,23.34,23.64,23.15,23.53,31715791,AABA
2006-10-25,23.73,24.64,23.69,24.49,40127077,AABA
2006-10-26,24.7,25.33,24.36,25.28,38452579,AABA
2006-10-27,25.23,25.6,24.9,25.34,29647673,AABA
2006-10-30,25.87,26.4,25.66,25.95,35308374,AABA
2006-10-31,26.44,26.7,26.1,26.34,33583062,AABA
2006-11-01,26.5,26.62,25.82,25.99,26444473,AABA
2006-11-02,25.94,26.6,25.77,26.53,34826595,AABA
2006-11-03,26.62,26.7,26.04,26.18,15318056,AABA
2006-11-06,26.34,26.7,26.1,26.59,22576824,AABA
2006-11-07,26.68,27.15,26.58,26.61,28444631,AABA
2006-11-08,26.36,27.25,26.31,26.9,23391312,AABA
2006-11-09,27.18,27.65,26.96,27.45,27433031,AABA
2006-11-10,27.4,27.5,27.03,27.39,21373944,AABA
2006-11-13,27.17,27.62,27.15,27.4,16883332,AABA
2006-11-14,27.4,27.5,27.11,27.24,20154947,AABA
2006-11-15,27.18,27.5,27.03,27.15,22121705,AABA
2006-11-16,27.31,27.33,26.2,26.64,38515092,AABA
2006-11-17,26.68,27.05,26.63,26.91,17956744,AABA
2006-11-20,26.96,27.04,26.63,26.72,20584378,AABA
2006-11-21,26.5,27.34,26.5,27.14,21144234,AABA
2006-11-22,27.51,28.56,27.29,28.49,32091079,AABA
2006-11-24,28.22,28.49,27.7,28.03,9468998,AABA
2006-11-27,27.5,28.5,27.17,27.27,19928988,AABA
2006-11-28,27.02,27.24,26.85,27.0,14980185,AABA
2006-11-29,27.4,27.4,26.71,27.04,19380268,AABA
2006-11-30,27.0,27.15,26.73,27.01,14916926,AABA
2006-12-01,27.0,27.25,26.0,26.49,20057321,AABA
2006-12-04,26.49,27.3,26.49,26.89,28043420,AABA
2006-12-05,26.86,27.61,26.86,27.43,27131498,AABA
2006-12-06,27.25,27.45,26.6,26.86,35207855,AABA
2006-12-07,26.95,27.16,26.6,26.63,22412263,AABA
2006-12-08,26.65,26.78,26.27,26.34,19276003,AABA
2006-12-11,26.37,26.7,26.12,26.49,12921358,AABA
2006-12-12,26.63,27.38,26.6,26.75,32170755,AABA
2006-12-13,27.04,27.23,26.51,26.6,20432092,AABA
2006-12-14,26.63,26.97,26.5,26.87,14409058,AABA
2006-12-15,27.0,27.22,26.76,26.9,27545767,AABA
2006-12-18,26.89,26.97,26.07,26.3,19437670,AABA
2006-12-19,26.05,26.5,25.91,26.41,18981133,AABA
2006-12-20,26.24,26.31,25.54,25.59,25273236,AABA
2006-12-21,25.71,25.75,25.13,25.48,27054755,AABA
2006-12-22,25.67,25.88,25.45,25.55,14673266,AABA
2006-12-26,25.49,25.61,25.34,25.45,8401533,AABA
2006-12-27,25.47,25.88,25.45,25.75,12426051,AABA
2006-12-28,25.62,25.72,25.3,25.36,12153886,AABA
2006-12-29,25.42,25.82,25.33,25.54,16304003,AABA
2007-01-03,25.85,26.26,25.26,25.61,26654067,AABA
2007-01-04,25.64,26.92,25.52,26.85,32565729,AABA
2007-01-05,26.7,27.87,26.66,27.74,64391379,AABA
2007-01-08,27.7,28.04,27.43,27.92,25716348,AABA
2007-01-09,28.0,28.05,27.41,27.58,25624340,AABA
2007-01-10,27.48,28.92,27.44,28.7,40240872,AABA
2007-01-11,28.76,29.37,28.7,29.2,28879688,AABA
2007-01-12,28.98,29.5,28.49,29.45,20971299,AABA
2007-01-16,29.88,29.88,28.79,29.29,24449166,AABA
2007-01-17,29.4,29.4,28.81,29.05,17801804,AABA
2007-01-18,28.92,28.99,27.82,28.12,23869944,AABA
2007-01-19,27.93,28.34,27.55,27.64,24760223,AABA
2007-01-22,27.85,27.9,27.18,27.42,23204602,AABA
2007-01-23,27.42,27.54,26.88,26.96,44876406,AABA
2007-01-24,28.34,29.2,28.22,28.94,81047173,AABA
2007-01-25,28.68,29.05,28.13,28.21,28370264,AABA
2007-01-26,28.32,28.52,27.96,28.04,21337083,AABA
2007-01-29,28.05,28.21,27.73,27.87,16860185,AABA
2007-01-30,27.87,28.39,27.61,28.04,13582865,AABA
2007-01-31,28.04,28.48,27.82,28.31,14109084,AABA
2007-02-01,28.68,28.71,28.15,28.35,17912885,AABA
2007-02-02,28.57,28.92,28.45,28.77,16502360,AABA
2007-02-05,28.67,28.8,28.36,28.56,11166146,AABA
2007-02-06,28.61,29.56,28.6,29.35,24510584,AABA
2007-02-07,29.35,30.15,29.12,29.89,29165297,AABA
2007-02-08,29.75,30.24,29.73,30.08,15563680,AABA
2007-02-09,30.07,30.16,29.51,29.74,18173245,AABA
2007-02-12,29.29,29.77,29.05,29.17,18317957,AABA
2007-02-13,29.37,29.68,29.26,29.56,13300013,AABA
2007-02-14,29.69,30.86,29.64,30.66,30823693,AABA
2007-02-15,30.82,31.65,30.69,31.25,28171391,AABA
2007-02-16,31.0,32.0,31.0,31.91,36782786,AABA
2007-02-20,31.8,32.21,31.39,32.01,20031440,AABA
2007-02-21,31.74,31.77,31.22,31.65,28005578,AABA
2007-02-22,31.6,32.08,31.32,31.6,15492646,AABA
2007-02-23,31.6,32.18,31.41,32.1,21562255,AABA
2007-02-26,32.8,32.84,30.85,32.12,28394245,AABA
2007-02-27,31.38,31.64,30.24,30.95,31576938,AABA
2007-02-28,30.86,31.47,30.09,30.86,30547933,AABA
2007-03-01,30.13,31.23,30.0,30.86,24027561,AABA
2007-03-02,30.54,30.89,30.28,30.42,18137552,AABA
2007-03-05,30.18,31.9,30.14,30.31,21486633,AABA
2007-03-06,30.89,31.06,30.52,30.8,33490548,AABA
2007-03-07,30.95,31.03,30.33,30.39,16021518,AABA
2007-03-08,30.82,31.04,30.58,30.71,13717076,AABA
2007-03-09,29.85,30.15,28.79,29.12,72786372,AABA
2007-03-12,29.3,30.11,29.28,29.99,36048732,AABA
2007-03-13,29.77,30.24,29.42,29.56,18263793,AABA
2007-03-14,29.63,30.04,29.26,29.86,23604830,AABA
2007-03-15,29.81,30.07,29.78,30.06,15440846,AABA
2007-03-16,30.02,30.11,29.72,29.88,19801762,AABA
2007-03-19,30.0,30.19,29.92,30.03,9989268,AABA
2007-03-20,30.0,30.35,29.94,30.33,12206503,AABA
2007-03-21,30.33,31.39,30.21,31.29,26675075,AABA
2007-03-22,31.36,31.44,30.85,31.26,13249801,AABA
2007-03-23,31.33,31.7,31.16,31.36,12729466,AABA
2007-03-26,31.25,31.74,31.24,31.66,12910493,AABA
2007-03-27,31.56,31.66,31.24,31.55,9417042,AABA
2007-03-28,31.45,31.7,31.25,31.41,13511907,AABA
2007-03-29,31.71,31.73,30.83,31.34,13815388,AABA
2007-03-30,31.21,31.6,31.02,31.29,9434964,AABA
2007-04-02,31.22,31.4,30.93,31.28,8668876,AABA
2007-04-03,31.41,32.0,31.41,31.72,12339884,AABA
2007-04-04,31.61,31.87,31.48,31.62,7848059,AABA
2007-04-05,32.0,32.09,31.72,31.96,13892548,AABA
2007-04-09,32.01,32.24,31.6,31.64,12411792,AABA
2007-04-10,31.64,32.02,31.6,31.69,12799376,AABA
2007-04-11,31.65,31.73,30.9,31.17,16237154,AABA
2007-04-12,31.26,31.42,31.1,31.21,13905515,AABA
2007-04-13,31.15,31.5,30.96,31.41,12009472,AABA
2007-04-16,31.68,31.79,31.24,31.61,14378701,AABA
2007-04-17,31.98,32.14,31.71,32.09,44549759,AABA
2007-04-18,28.42,28.9,27.89,28.31,127898810,AABA
2007-04-19,28.1,28.23,27.46,27.51,45686451,AABA
2007-04-20,27.86,27.86,27.37,27.46,39789613,AABA
2007-04-23,27.53,28.14,27.37,27.88,27268898,AABA
2007-04-24,28.03,28.26,27.69,28.02,25999999,AABA
2007-04-25,28.22,28.27,27.68,28.06,35585432,AABA
2007-04-26,27.98,28.65,27.73,28.49,32339173,AABA
2007-04-27,28.35,28.86,28.17,28.34,21099354,AABA
2007-04-30,28.32,28.5,28.0,28.04,17608540,AABA
2007-05-01,28.25,28.35,27.53,27.73,18318961,AABA
2007-05-02,27.72,28.26,27.72,28.12,16995768,AABA
2007-05-03,28.25,28.5,28.01,28.18,20121161,AABA
2007-05-04,33.27,33.61,29.58,30.98,245789251,AABA
2007-05-07,30.13,30.98,29.86,30.38,41260497,AABA
2007-05-08,30.24,31.1,30.21,30.41,28117107,AABA
2007-05-09,30.16,30.44,29.95,30.22,23546852,AABA
2007-05-10,30.52,30.69,29.61,29.7,26574527,AABA
2007-05-11,29.62,30.08,29.53,30.05,13910127,AABA
2007-05-14,29.79,30.0,29.08,29.31,20900346,AABA
2007-05-15,29.16,29.42,28.75,28.81,22231828,AABA
2007-05-16,28.89,29.37,28.25,29.21,32982311,AABA
2007-05-17,28.99,29.13,28.49,28.57,23567675,AABA
2007-05-18,28.9,29.8,28.78,29.75,35493633,AABA
2007-05-21,29.62,29.86,29.32,29.35,19030940,AABA
2007-05-22,29.33,29.35,28.78,28.92,19141588,AABA
2007-05-23,29.1,29.37,28.53,28.61,28664524,AABA
2007-05-24,28.65,28.88,28.25,28.41,19127041,AABA
2007-05-25,28.44,28.73,28.34,28.58,10334577,AABA
2007-05-29,28.36,28.73,28.2,28.4,13984167,AABA
2007-05-30,28.19,28.38,28.0,28.38,16143695,AABA
2007-05-31,28.76,28.85,28.49,28.7,15874325,AABA
2007-06-01,28.9,29.13,28.61,28.78,12401444,AABA
2007-06-04,28.6,28.78,28.4,28.59,13430613,AABA
2007-06-05,28.4,28.59,28.1,28.23,20501364,AABA
2007-06-06,28.05,28.11,27.3,27.44,33559306,AABA
2007-06-07,27.34,27.73,26.98,26.98,34247885,AABA
2007-06-08,27.02,27.45,26.96,27.39,18632640,AABA
2007-06-11,27.27,27.52,27.15,27.35,14871415,AABA
2007-06-12,27.3,27.66,26.98,27.05,22214546,AABA
2007-06-13,27.12,27.41,26.61,27.38,31226210,AABA
2007-06-14,27.38,27.64,27.15,27.3,18919820,AABA
2007-06-15,27.49,27.52,27.19,27.31,23823194,AABA
2007-06-18,27.72,28.34,27.5,28.12,72522004,AABA
2007-06-19,29.4,29.4,27.54,27.63,66111775,AABA
2007-06-20,27.89,28.17,27.66,27.66,33518397,AABA
2007-06-21,27.69,27.94,27.55,27.67,18061511,AABA
2007-06-22,27.68,27.79,27.31,27.38,34923661,AABA
2007-06-25,27.6,27.77,27.34,27.64,21249748,AABA
2007-06-26,27.73,28.18,27.36,27.71,25323971,AABA
2007-06-27,27.51,27.66,27.4,27.58,14096672,AABA
2007-06-28,27.44,27.49,27.12,27.25,17165040,AABA
2007-06-29,27.21,27.38,26.93,27.13,13839670,AABA
2007-07-02,27.19,27.27,26.76,26.86,21132104,AABA
2007-07-03,26.95,27.25,26.9,27.0,11643386,AABA
2007-07-05,26.92,27.14,26.9,26.99,16077277,AABA
2007-07-06,27.01,27.14,26.93,27.1,12284863,AABA
2007-07-09,26.92,27.33,26.82,27.2,17518744,AABA
2007-07-10,27.09,27.57,26.96,26.97,24640300,AABA
2007-07-11,27.03,27.05,26.55,26.69,21971546,AABA
2007-07-12,26.7,26.97,26.34,26.96,20082301,AABA
2007-07-13,26.87,26.97,26.5,26.58,18523900,AABA
2007-07-16,26.48,26.74,26.13,26.7,30804443,AABA
2007-07-17,26.74,27.8,26.7,27.53,53656098,AABA
2007-07-18,26.07,26.72,26.02,26.2,65141119,AABA
2007-07-19,26.32,26.34,25.92,26.03,29538470,AABA
2007-07-20,25.7,25.89,25.2,25.35,38058077,AABA
2007-07-23,25.43,25.46,24.98,24.99,26631459,AABA
2007-07-24,24.8,25.34,24.73,24.84,29027049,AABA
2007-07-25,25.01,25.32,24.59,24.68,21909270,AABA
2007-07-26,24.4,24.49,23.62,24.03,33433899,AABA
2007-07-27,23.98,24.49,23.47,23.49,35749713,AABA
2007-07-30,23.55,23.88,23.38,23.62,20980289,AABA
2007-07-31,23.88,23.93,23.24,23.25,21581479,AABA
2007-08-01,23.17,23.4,22.85,23.25,22042743,AABA
2007-08-02,22.65,23.7,22.65,23.36,21115726,AABA
2007-08-03,23.2,23.39,22.87,22.92,19703350,AABA
2007-08-06,23.03,23.15,22.44,22.97,28958449,AABA
2007-08-07,22.75,23.7,22.69,23.44,20086935,AABA
2007-08-08,23.46,23.87,23.43,23.87,17203280,AABA
2007-08-09,23.67,24.45,23.51,23.8,24059713,AABA
2007-08-10,23.93,24.22,23.52,23.94,22939798,AABA
2007-08-13,24.21,24.74,24.01,24.57,21318361,AABA
2007-08-14,24.69,24.7,23.69,23.72,18709661,AABA
2007-08-15,23.56,24.0,23.25,23.32,18769402,AABA
2007-08-16,23.0,23.15,22.5,22.76,29652202,AABA
2007-08-17,23.26,23.63,22.76,23.54,19529174,AABA
2007-08-20,23.64,23.74,23.18,23.34,13344499,AABA
2007-08-21,23.25,23.48,22.91,23.04,25962884,AABA
2007-08-22,23.22,23.52,23.18,23.23,18763603,AABA
2007-08-23,23.35,23.36,22.95,23.13,15605130,AABA
2007-08-24,23.03,23.73,23.03,23.59,11191004,AABA
2007-08-27,23.59,23.76,23.01,23.03,16532857,AABA
2007-08-28,22.95,23.1,22.5,22.52,18030525,AABA
2007-08-29,22.6,22.69,22.27,22.55,24602200,AABA
2007-08-30,22.49,22.91,22.38,22.61,18175976,AABA
2007-08-31,22.81,22.83,22.51,22.73,13051509,AABA
2007-09-04,23.3,24.5,23.2,23.97,43598591,AABA
2007-09-05,24.1,24.4,23.91,24.1,23070970,AABA
2007-09-06,24.22,24.32,23.62,24.15,13922033,AABA
2007-09-07,23.76,24.05,23.6,23.76,12575491,AABA
2007-09-10,23.85,23.85,23.1,23.3,15245907,AABA
2007-09-11,23.31,23.84,23.31,23.71,17207427,AABA
2007-09-12,23.64,23.94,23.53,23.56,16657500,AABA
2007-09-13,23.6,23.96,23.6,23.72,10308953,AABA
2007-09-14,23.69,25.0,23.65,24.73,28869069,AABA
2007-09-17,24.5,25.1,24.38,24.95,20593966,AABA
2007-09-18,25.06,25.21,24.53,25.06,28120976,AABA
2007-09-19,25.09,25.37,24.81,25.29,25867842,AABA
2007-09-20,25.28,25.61,25.16,25.29,17311921,AABA
2007-09-21,25.54,26.21,25.29,26.05,53062016,AABA
2007-09-24,26.13,26.4,25.51,25.73,27597784,AABA
2007-09-25,25.7,26.65,25.63,26.51,33721643,AABA
2007-09-26,26.7,27.07,26.5,26.7,18692574,AABA
2007-09-27,26.95,26.95,26.17,26.27,21365142,AABA
2007-09-28,26.49,26.89,26.2,26.84,22155590,AABA
2007-10-01,26.76,27.1,26.73,27.04,16938662,AABA
2007-10-02,27.2,27.24,26.62,26.95,15133362,AABA
2007-10-03,27.16,27.38,26.82,27.17,18052475,AABA
2007-10-04,27.19,27.29,26.9,27.15,19203587,AABA
2007-10-05,27.78,28.16,27.75,27.88,28389012,AABA
2007-10-08,28.01,28.17,27.75,28.05,15063431,AABA
2007-10-09,28.35,28.76,27.94,28.37,19541765,AABA
2007-10-10,28.43,28.7,27.9,28.36,14847071,AABA
2007-10-11,28.44,28.68,27.5,27.65,25301671,AABA
2007-10-12,27.76,28.51,27.65,28.48,22126995,AABA
2007-10-15,28.32,28.4,27.46,27.86,22994007,AABA
2007-10-16,27.37,27.48,26.55,26.69,56275242,AABA
